year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,canonical_tag,canonical_reason
2017,hyundai,accent,active rb,hatchback,manual,petrol,169259,5.0,KMHCT51BLHU338889,Unlicensed - Plates to be removed,Unregistered,4,1.4,White,Charcoal,Yes,No,No,No,Yes,wa,https://www.grays.com/lot/0001-9067100/motor-vehicles-motor-cycles/2017-hyundai-accent-active-rb-manual-hatchback,"front cracked bumper.
medium dent on various panels
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
1997,honda,accord,vti 6th gen (wovr-inspected),sedan,automatic,petrol,181487,5.0,1HGCG5640WA602769,1CUT757,08-05-2026,4,2.3,White,Beige,Yes,No,No,No,Yes,wa,https://www.grays.com/lot/0001-9067101/motor-vehicles-motor-cycles/1997-honda-accord-vti-6th-gen-automatic-sedan-wovr-inspected,medium scuff on various panels,unclassified,[out_of_scope]
2002,ford,escape,xls ba,wagon,automatic,petrol,189926,5.0,JC0YU021721106862,1BFE756,13-04-2026,6,3.0,Red,Cream,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067102/motor-vehicles-motor-cycles/2002-ford-escape-xls-ba-automatic-wagon,"dents or marks on body consistent with age and kilometres.
paint fading various panels
medium scratch on various panels
door mirror broken left side",unclassified,[out_of_scope]
2003,volkswagen,new,beetle 2.0 cabriolet a4,convertible,automatic,petrol,254074,4.0,WVWZZZ1YZ3M320675,1GXQ381,27-02-2026,4,2.0,Light Blue,Black Leather,Yes,Yes,No,Partial,Yes,wa,https://www.grays.com/lot/0001-9067104/motor-vehicles-motor-cycles/2003-volkswagen-new-beetle-2-0-cabriolet-a4-automatic-convertible,"seat torn driver’s
engine idling rough
door card worn.
dents or marks on body consistent with age and kilometres.
paint peeling various panels
damaged right taillight cracked",unclassified,[out_of_scope]
2017,holden,barina,ls tm wovr-inspected,hatchback,automatic,petrol,133932,5.0,KL3TA48E9JB001172,1GTI838,14-02-2026,4,1.6,White,Grey,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9067106/motor-vehicles-motor-cycles/2017-holden-barina-ls-tm-automatic-hatchback-wovr-inspected,"dents or marks on body consistent with age and kilometres.
front seat marks driver, passenger
paint fading on various panels",unclassified,[out_of_scope]
2016,toyota,kluger,4x2 grande gsu50r,wagon,automatic,petrol,264074,7.0,5TDYK3FH00S173235,1GKA972,19-11-2026,6,3.5,Silver,Black Leather,Yes,Yes,Yes,No,Yes,wa,https://www.grays.com/lot/0001-9067111/motor-vehicles-motor-cycles/2016-toyota-kluger-4x2-grande-gsu50r-automatic-7-seats-wagon,"dents or marks on body consistent with age and kilometres.
damaged lhf headlight
medium scuff on various panels",unclassified,[out_of_scope]
2018,jaguar,e-pace,183kw s 9,wagon,automatic,petrol,87292,5.0,SADFA2AXXJ1Z30650,1GRP296,01-07-2026,4,2.0,White,Black Leather,Yes,Yes,No,No,Yes,wa,https://www.grays.com/lot/0001-9067112/motor-vehicles-motor-cycles/2018-jaguar-e-pace-183kw-s-9-auto-wagon,"dents or marks on body consistent with age and kilometres.
other warning light on",unclassified,[out_of_scope]
2012,volkswagen,polo,77tsi comfortline 6r,hatchback,automatic,petrol,162438,5.0,WVWZZZ6RZDU028656,1ECS128,22-07-2026,4,1.2,Red,Grey,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067113/motor-vehicles-motor-cycles/2012-volkswagen-polo-77tsi-comfortline-6r-automatic-hatchback,"engine light on
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2012,audi,q5,2.0 tdi quattro 8r,wagon,automatic,diesel,225646,5.0,WAUZZZ8R9CA079149,1HPM857,04-03-2026,4,2.0,White,Black Leather,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067114/motor-vehicles-motor-cycles/2012-audi-q5-2-0-tdi-quattro-8r-turbo-diesel-automatic-wagon,"large dent on driver fender
medium scuff on front bumper
paint fading on various panels
medium scratch on various panels",unclassified,[out_of_scope]
2017,volkswagen,tiguan,162tsi highline mk2,wagon,automatic,petrol,119739,5.0,WVGZZZ5NZJW876659,1GMH770,13-05-2026,4,2.0,White,Black Leather,Yes,Yes,No,Partial,Yes,wa,https://www.grays.com/lot/0001-9067115/motor-vehicles-motor-cycles/2017-volkswagen-tiguan-162tsi-highline-mk2-automatic-wagon,"dents or marks on body consistent with age and kilometres.
front seat worn passenger seat",unclassified,[out_of_scope]
2011,nissan,patrol,st-s 3.0 gu ii,wagon,automatic,diesel,200136,7.0,JN1TESY61A0412965,1IVY363,19-10-2026,4,3.0,Champagne,Grey,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067116/motor-vehicles-motor-cycles/2011-nissan-patrol-st-s-3-0-gu-ii-turbo-diesel-automatic-7-seats-wagon,"dents or marks on body consistent with age and kilometres.
engine light on",unclassified,[out_of_scope]
2013,subaru,forester,2.5i-l s4,wagon,cvt,petrol,214019,5.0,JF2SJ9KC5DG008904,1GGD190,24-03-2026,4,2.5,Blue,Charcoal,Yes,No,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067117/motor-vehicles-motor-cycles/2013-subaru-forester-2-5i-l-s4-cvt-wagon,"dents or marks on body consistent with age and kilometres.
paint fading roof
medium scuff on rear left door/quater panel",unclassified,[out_of_scope]
2013,jeep,grand,cherokee srt-8 wk (wovr-repairable),wagon,automatic,petrol,248956,5.0,1C4RJFHJ5EC224441,Unlicensed,Unregistered,8,6.4,White,Black,Yes,No,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067118/motor-vehicles-motor-cycles/2013-jeep-grand-cherokee-srt-8-wk-auto-wagon-wovr-repairable,"door mirror broken passenger
paint peeling front bumper, grille, driver door
large dent on along driver side
windscreen chipped or cracked.",unclassified,[out_of_scope]
2007,holden,epica,cdxi ep,sedan,automatic,petrol,215766,5.0,KL3LA69LJ7B086996,1CTH683,26-02-2026,6,2.5,Silver,Black Leather,Yes,No,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067119/motor-vehicles-motor-cycles/2007-holden-epica-cdxi-ep-automatic-sedan,"dents or marks on body consistent with age and kilometres.
engine smoke visible
medium scuff on left side all over
airbag light on
front cracked bumper.
paint fading various panels
paint cracked front bumper",unclassified,[out_of_scope]
2009,subaru,liberty,3.6r premium b5,sedan,automatic,petrol,187721,5.0,JF1BMFKU3AG003982,1DGE404,21-04-2026,6,3.6,Black,Black Leather,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067121/motor-vehicles-motor-cycles/2009-subaru-liberty-3-6r-premium-b5-automatic-sedan,"front seat worn driver
paint fading bonnet and roof
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2014,ford,focus,trend lw ii,hatchback,automatic,petrol,175803,5.0,MPB1XXMXB1EL57565,1IHL475,23-04-2026,4,2.0,Blue,Charcoal,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067122/motor-vehicles-motor-cycles/2014-ford-focus-trend-lw-ii-automatic-hatchback,"dents or marks on body consistent with age and kilometres.
engine light on
front seat worn drivers
large scratch on drivers rear side
medium dent on boot door roof
corrosion visible various locations
damaged rear passenger
large scratch on rear passenger door",unclassified,[out_of_scope]
2007,volkswagen,passat,2.0 tfsi 3c,sedan,automatic,petrol,197197,5.0,WVWZZZ3CZ7P145833,1DYC299,12/03/2026,4,2.0,Silver,Black Leather,Yes,Yes,No,Partial,Yes,wa,https://www.grays.com/lot/0001-9067126/motor-vehicles-motor-cycles/2007-volkswagen-passat-2-0-tfsi-3c-automatic-sedan,"hood lining sagging
engine idling rough
paint peeling bonnet",unclassified,[out_of_scope]
2013,nissan,juke,ti-s f15,wagon,cvt,petrol,176327,5.0,SJNFANF15A6461655,1HIM826,03/03/2026,4,1.6,Silver,Black Leather,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067127/motor-vehicles-motor-cycles/2013-nissan-juke-ti-s-f15-cvt-wagon,"seat torn driver
large dent on passenger rear door
medium scratch on various panels
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2012,jeep,compass,sport,wagon,manual,petrol,157972,5.0,1C4NJCFA1DD188918,1IOW693,27-03-2026,4,2.0,White,Grey,Yes,No,Yes,No,Yes,wa,https://www.grays.com/lot/0001-9067128/motor-vehicles-motor-cycles/2012-jeep-compass-sport-manual-wagon,paint cracked front bumper,unclassified,[out_of_scope]
2013,nissan,pathfinder,ti r52,wagon,cvt,petrol,273360,7.0,5N1AR2MM6EC634076,1EPA313,30/03/2026,6,3.5,Silver,Black Leather,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067129/motor-vehicles-motor-cycles/2013-nissan-pathfinder-ti-r52-cvt-7-seats-wagon,"seat torn driver
medium dent on various panels
paint fading passenger doors
dents or marks on body consistent with age and kilometres.
medium scratch on various panels",unclassified,[out_of_scope]
2013,jaguar,xj,3.0d prem lux swb,sedan,automatic,diesel,173496,5.0,SAJAC122XDNV50882,1ISJ484,Unregistered,6,3.0,Dark Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9067130/motor-vehicles-motor-cycles/2013-jaguar-xj-3-0d-prem-lux-swb-turbo-diesel-automatic-8-speed-sedan,dents or marks on body consistent with age and kilometres.,unclassified,[out_of_scope]
2012,audi,a1,1.4 tfsi attraction 8x,hatchback,automatic,petrol,143058,5.0,WAUZZZ8X4DB045629,1EKC718,07-10-2025,4,1.4,Light Blue,Charcoal,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067131/motor-vehicles-motor-cycles/2012-audi-a1-1-4-tfsi-attraction-8x-automatic-hatchback,"dents or marks on body consistent with age and kilometres.
windscreen chipped or cracked.
front seat worn drivers",unclassified,[out_of_scope]
2005,hyundai,tucson,city,wagon,automatic,petrol,219008,5.0,KMHJN81BR6U311885,Unlicensed,Unregistered,4,2.0,Silver,Grey,Yes,No,No,Partial,Yes,wa,https://www.grays.com/lot/0001-9067134/motor-vehicles-motor-cycles/2005-hyundai-tucson-city-automatic-wagon,"engine light on
paint peeling both bumpers",unclassified,[out_of_scope]
2006,honda,legend,,sedan,automatic,petrol,189117,5.0,JHMKB16507C200765,1ILW723,28-02-2026,6,3.5,White,Beige Leather,Yes,No,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067135/motor-vehicles-motor-cycles/2006-honda-legend-automatic-sedan,"engine light on
glovebox marks
paint peeling rear bumper
door card worn.
front seat worn drivers
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2016,toyota,kluger,4x4 gx gsu55r,wagon,automatic,petrol,227173,7.0,5TDBK3FH90S337815,1GDW972,20-03-2026,6,3.5,White,Charcoal,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067136/motor-vehicles-motor-cycles/2016-toyota-kluger-4x4-gx-gsu55r-automatic-7-seats-wagon,"flat battery. jump start or towing required
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2015,mitsubishi,asx,ls 2wd xb (wovr-inspected),wagon,cvt,petrol,201062,5.0,JMFXTGA2WFZC06212,1HXS645,13-03-2026,4,2.0,White,Charcoal,Yes,No,No,No,Yes,wa,https://www.grays.com/lot/0001-9067137/motor-vehicles-motor-cycles/2015-mitsubishi-asx-ls-2wd-xb-cvt-wagon-wovr-inspected,"door mirror broken drivers side
dents or marks on body consistent with age and kilometres.
paint fading on various panels",unclassified,[out_of_scope]
2003,bmw,z4,2.5i e85,convertible,automatic,petrol,132056,2.0,WBABT32050LS22995,1INH285,19-04-2026,6,2.5,Black,Red Leather,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067138/motor-vehicles-motor-cycles/2003-bmw-z4-2-5i-e85-automatic-convertible,"dents or marks on body consistent with age and kilometres.
radio missing",unclassified,[out_of_scope]
2015,bmw,x3,xdrive 20i f25,wagon,automatic,petrol,118123,5.0,WBAWX320500N50859,1EXT101,27-07-2026,4,2.0,White,Black Leather,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067139/motor-vehicles-motor-cycles/2015-bmw-x3-xdrive-20i-f25-automatic-8-speed-wagon,"dents or marks on body consistent with age and kilometres.
medium scuff on front bumper
front seat worn drivers
paint cracked bumper",unclassified,[out_of_scope]
2014,mitsubishi,lancer,es cj,sedan,manual,petrol,148337,5.0,JMFSNCY4AFU000879,1EQL549,03-02-2027,4,2.0,Blue,Charcoal,Yes,No,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9067140/motor-vehicles-motor-cycles/2014-mitsubishi-lancer-es-cj-manual-sedan,"dents or marks on body consistent with age and kilometres.
medium scratch on front left quater panel
door card worn.
front seat worn drivers",unclassified,[out_of_scope]
2014,volkswagen,touareg,150tdi 7p,wagon,automatic,diesel,143702,5.0,WVGZZZ7PZFD001871,1IXD688,12-07-2026,6,3.0,White,Black Leather,Yes,No,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067141/motor-vehicles-motor-cycles/2014-volkswagen-touareg-150tdi-7p-turbo-diesel-automatic-8-speed-wagon,dents or marks on body consistent with age and kilometres.,unclassified,[out_of_scope]
2017,holden,astra,r bk,hatchback,automatic,petrol,69485,5.0,W0LBF6EC2HG153218,1GLJ601,25-06-2026,4,1.4,Red,Charcoal,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067142/motor-vehicles-motor-cycles/2017-holden-astra-r-bk-automatic-hatchback,"medium scratch on various panels
paint peeling on various panels
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2016,bmw,x1,xdrive25i f48,wagon,automatic,petrol,146130,5.0,WBAHT120405C25943,1IWB091,12-05-2026,4,2.0,White,Cream Leather,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9067143/motor-vehicles-motor-cycles/2016-bmw-x1-xdrive25i-f48-automatic-8-speed-wagon,"dents or marks on body consistent with age and kilometres.
front seat worn drivers",unclassified,[out_of_scope]
2012,bmw,x5,xdrive 40d sport e70 lci,wagon,automatic,diesel,173528,5.0,WBAZW620500A91658,1EGO326,19-03-2026,6,3.0,Grey,Black Leather,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067144/motor-vehicles-motor-cycles/2012-bmw-x5-xdrive-40d-sport-e70-lci-turbo-diesel-automatic-8-speed-wagon,"dents or marks on body consistent with age and kilometres.
front seat worn driver side
medium scratch on various panels
paint fading on various panels",unclassified,[out_of_scope]
2002,mercedes,benz,ml270cdi w163,wagon,automatic,diesel,287037,7.0,WDC1631132A392815,1CMR415,09-07-2026,5,2.7,Silver,Black Leather,Yes,Yes,No,Partial,Yes,wa,https://www.grays.com/lot/0001-9067145/motor-vehicles-motor-cycles/2002-mercedes-benz-ml270cdi-w163-turbo-diesel-automatic-7-seats-wagon,"medium scratch on various panels
front and rear cracked bumper.
paint peeling various panels
other warning light on
front seat worn both front seats
door card worn.
engine oil leak
seat torn drivers seat
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2013,mazda,6,atenza gj,wagon,automatic,diesel,223491,5.0,JM0GJ102100120927,1IST009,04-03-2026,4,2.2,Silver,Black Leather,Yes,No,No,No,Yes,wa,https://www.grays.com/lot/0001-9067146/motor-vehicles-motor-cycles/2013-mazda-6-atenza-gj-turbo-diesel-automatic-wagon,"paint fading roof and bonnet
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2014,ford,ranger,xl 4x2 hi-rider px,dual cab,automatic,diesel,271561,5.0,MNAUMFF80EW275070,1HTO037,01-06-2026,4,2.2,White,Charcoal,Yes,Yes,No,No,Yes,wa,https://www.grays.com/lot/0001-9067148/motor-vehicles-motor-cycles/2014-ford-ranger-xl-4x2-hi-rider-px-turbo-diesel-automatic-dual-cab,"dents or marks on body consistent with age and kilometres.
large dent on left side",unclassified,[out_of_scope]
2013,jeep,grand,cherokee overland wk,wagon,automatic,diesel,174761,5.0,1C4RJFGMXEC180299,1IWR919,28-03-2026,6,3.0,Red,Black Leather,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9067149/motor-vehicles-motor-cycles/2013-jeep-grand-cherokee-overland-wk-turbo-diesel-automatic-8-speed-wagon,dents or marks on body consistent with age and kilometres.,unclassified,[out_of_scope]
2014,toyota,hilux,4x4 sr5 kun26r,dual cab,manual,diesel,206540,5.0,MR0FZ29G201747767,Unlicensed - Plates to be removed,Unregistered,4,3.0,White,Charcoal,Yes,No,No,No,Yes,wa,https://www.grays.com/lot/0001-9067157/motor-vehicles-motor-cycles/2014-toyota-hilux-4x4-sr5-kun26r-turbo-diesel-manual-dual-cab,"dents or marks on body consistent with age and kilometres.
medium dent on various panels
medium scratch on various panels
engine light on
other warning light on",unclassified,[out_of_scope]
2006,chrysler,pt,cruiser special edition,hatchback,automatic,petrol,77443,5.0,1A8F4B8B07T552521,B1013,01-07-2026,4,2.4,Blue,Grey,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067159/motor-vehicles-motor-cycles/2006-chrysler-pt-cruiser-special-edition-automatic-hatchback,"paint peeling both bumpers
damaged left headlight
paint cracked rear bumper bar
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2010,suzuki,kizashi,xl fr,sedan,cvt,petrol,239364,5.0,JSAFRE91S00110758,1IVT649,08-04-2026,4,2.4,Black,Charcoal,Yes,No,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067161/motor-vehicles-motor-cycles/2010-suzuki-kizashi-xl-fr-cvt-sedan,"dents or marks on body consistent with age and kilometres.
paint fading lightly various panels
medium scratch on various panels",unclassified,[out_of_scope]
2018,mitsubishi,outlander,ls awd zl,wagon,cvt,petrol,144927,7.0,JMFXTGF8WKZ004540,1HLP477,01-05-2026,4,2.4,White,Black,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9067163/motor-vehicles-motor-cycles/2018-mitsubishi-outlander-ls-awd-zl-cvt-7-seats-wagon,"large scuff on various along passenger side
large dent on passenger rear quarter and door
dents or marks on body consistent with age and kilometres.
medium scratch on various panels",unclassified,[out_of_scope]
2005,holden,cruze,yg,wagon,automatic,petrol,157722,5.0,JSAGHY81S00124237,1CET822,13-03-2026,4,1.5,Yellow,Charcoal,Yes,No,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067164/motor-vehicles-motor-cycles/2005-holden-cruze-yg-automatic-wagon,"dents or marks on body consistent with age and kilometres.
paint fading various panels
medium scratch on various panels",unclassified,[out_of_scope]
2012,bmw,x3,xdrive 20d f25,wagon,automatic,diesel,143994,5.0,WBAWY32070L684915,1GRB878,15-04-2026,4,2.0,Light Blue,Cream Leather,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067165/motor-vehicles-motor-cycles/2012-bmw-x3-xdrive-20d-f25-turbo-diesel-automatic-8-speed-wagon,"dents or marks on body consistent with age and kilometres.
medium scuff on front and rear bumper",unclassified,[out_of_scope]
2012,ford,focus,ambiente lw ii,hatchback,manual,petrol,96217,5.0,MPB1XXMXB1CE07096,1DZY542,16-03-2026,4,1.6,Blue,Charcoal,Yes,No,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067166/motor-vehicles-motor-cycles/2012-ford-focus-ambiente-lw-ii-manual-hatchback,"dents or marks on body consistent with age and kilometres.
paint fading rear bumper
engine noise observed.",unclassified,[out_of_scope]
2010,mazda,3,neo bl,sedan,automatic,petrol,242338,5.0,JM0BL10F100184541,1EUW645,Unregistered,4,2.0,Dark Grey,Grey,Yes,Yes,No,Yes,Yes,wa,https://www.grays.com/lot/0001-9067167/motor-vehicles-motor-cycles/2010-mazda-3-neo-bl-automatic-sedan,"abs light on
traction control light on
paint fading various panels
medium scuff on rear left quarter
front seat marks drivers",unclassified,[out_of_scope]
